PID,Speed,MPE,Correct,RT,Effective_Duration_s
6,0.0,2,0,0.7018,1.804
6,5.0,8,1,0.6294,1.8059
6,15.0,2,0,1.2728,0.6577
6,5.0,8,1,0.8153,1.801
6,1.5,8,1,0.6294,1.8054
6,1.5,2,1,0.7774,1.8063
6,5.0,4,0,0.731,1.8078
6,15.0,4,0,1.2857,0.6654
6,0.0,8,1,0.8532,1.806
6,5.0,2,1,0.8791,1.8063
6,5.0,2,0,0.8137,1.8008
6,15.0,2,1,1.1194,0.6583
6,5.0,8,1,0.7694,1.8059
6,15.0,2,0,0.8534,0.6626
6,15.0,4,0,1.2689,0.6562
6,1.5,8,1,0.8325,1.8045
6,0.0,4,0,0.8152,1.8
6,15.0,8,1,1.2708,0.6593
6,1.5,4,1,0.6546,1.8007
6,1.5,2,1,1.1938,1.8044
6,0.0,4,1,0.8725,1.7981
6,1.5,8,1,0.9571,1.8023
6,0.0,8,1,0.9787,1.8028
6,5.0,4,1,0.7443,1.803
6,0.0,8,1,1.1304,1.8043
6,5.0,2,0,0.8607,1.8028
6,5.0,4,1,0.6184,1.8073
6,0.0,2,1,0.78,1.8011
6,0.0,2,1,0.6596,1.8035
6,0.0,8,1,0.5884,1.8077
6,0.0,2,1,0.8712,1.8054
6,15.0,8,1,0.99,0.6606
6,1.5,2,0,0.9266,1.7977
6,5.0,8,1,0.4171,1.7985
6,15.0,2,1,0.8823,0.6663
6,0.0,4,1,0.6991,1.7989
7,0.0,2,0,0.8457,1.8042
7,15.0,8,1,0.9655,0.6698
7,0.0,8,1,0.7512,1.8043
7,15.0,4,1,1.5822,0.6616
7,15.0,4,0,1.4546,0.6638
7,5.0,2,0,0.5693,1.8055
7,5.0,8,1,0.8296,1.8053
7,1.5,8,1,0.9454,1.8046
7,5.0,2,1,0.075,1.8023
7,5.0,4,1,0.6286,1.8064
7,5.0,8,1,0.7809,1.8105
7,1.5,8,1,0.6772,1.809
7,0.0,2,1,0.7938,1.8039
7,0.0,4,1,0.6869,1.8023
7,0.0,2,1,1.1193,1.8032
7,0.0,2,1,0.8997,1.8031
7,1.5,8,1,0.9008,1.8072
7,1.5,2,0,0.7032,1.8016
7,0.0,8,1,0.6831,1.8034
7,15.0,8,1,1.5109,0.6624
7,15.0,4,1,1.201,0.6721
7,15.0,4,0,1.3821,0.666
7,15.0,8,1,1.3254,0.6648
7,5.0,2,1,0.8203,1.8022
7,1.5,4,1,0.9672,1.8033
7,1.5,4,1,0.7843,1.801
7,15.0,8,0,0.9307,0.671
7,5.0,2,1,0.6428,1.8015
7,15.0,8,1,1.1076,0.6664
7,5.0,2,1,0.713,1.7995
7,0.0,4,1,0.7221,1.8042
7,0.0,8,1,1.0045,1.8052
7,0.0,2,1,0.7831,1.8044
7,0.0,4,1,0.8708,1.8075
7,5.0,4,1,0.6134,1.8032
7,1.5,8,1,0.8757,1.8023
7,5.0,2,0,0.7915,1.8029
7,5.0,4,1,0.576,1.8031
7,0.0,8,1,0.7433,1.8084
7,0.0,8,1,0.8398,1.801
7,5.0,8,1,0.7682,1.8107
7,15.0,8,0,1.3484,0.6602
7,0.0,8,1,3.592,1.8035
7,15.0,4,1,1.2341,0.6658
7,5.0,8,1,0.7562,1.8077
7,5.0,2,0,0.6814,1.8021
7,15.0,2,1,1.0564,0.6586
7,0.0,2,0,0.7197,1.8011
7,5.0,2,1,0.5724,1.8063
7,15.0,2,1,1.1794,0.6653
7,5.0,8,1,0.8324,1.8082
7,0.0,8,1,0.9271,1.8033
7,0.0,2,1,0.9957,1.798
7,1.5,2,1,1.0049,1.803
7,5.0,2,1,0.9506,1.8027
7,15.0,4,1,1.2775,0.6669
7,1.5,2,1,0.919,1.8032
7,15.0,2,1,1.4425,0.6629
7,0.0,4,1,1.0131,1.8049
7,15.0,2,1,1.4596,0.6574
7,15.0,2,1,1.0835,0.6672
7,0.0,4,1,0.8391,1.8071
7,5.0,2,1,0.7963,1.8
7,0.0,4,1,1.1144,1.8036
7,0.0,2,1,0.7177,1.8033
7,5.0,8,1,4.047,1.8004
7,5.0,8,1,0.789,1.8027
7,1.5,2,1,0.6435,1.8023
7,15.0,8,1,1.5235,0.667
7,1.5,4,1,0.8603,1.7989
7,1.5,4,0,0.8009,1.8027
7,0.0,4,1,0.6905,1.8052
7,1.5,4,0,0.9064,1.8043
7,1.5,8,1,0.7278,1.8063
7,1.5,8,1,0.9994,1.8042
7,5.0,4,1,0.8856,1.8045
7,1.5,2,0,0.8907,1.799
7,1.5,2,0,0.9763,1.8043
7,0.0,8,0,1.112,1.8062
7,0.0,4,1,0.8249,1.7999
7,0.0,2,1,0.9476,1.804
7,5.0,8,1,0.854,1.8096
7,15.0,4,0,0.957,0.6628
7,15.0,8,1,0.9336,0.6701
7,0.0,4,0,1.0297,1.8077
7,1.5,4,0,0.637,1.8025
7,1.5,8,1,1.0892,1.8012
7,0.0,4,1,1.0208,1.8005
7,1.5,2,0,1.1598,1.7976
7,5.0,2,0,0.9431,1.8063
7,5.0,4,0,0.918,1.8051
7,15.0,2,1,1.1813,0.6599
7,5.0,4,1,0.5635,1.8084
7,15.0,2,0,0.8944,0.6633
7,0.0,8,1,1.0544,1.8042
7,5.0,2,0,0.8226,1.8
7,1.5,4,1,0.888,1.8038
7,15.0,8,0,1.4157,0.6568
7,0.0,8,1,0.7783,1.8018
7,1.5,2,0,1.0238,1.806
7,0.0,4,1,0.766,1.8033
7,0.0,4,1,0.6885,1.8071
7,15.0,2,1,0.9537,0.6677
7,0.0,4,1,0.6107,1.7979
7,5.0,4,1,0.6676,1.8005
7,5.0,2,1,0.7586,1.8053
7,15.0,2,0,1.3006,0.6661
7,0.0,8,1,0.7718,1.8079
7,0.0,2,0,0.8237,1.8061
7,0.0,4,1,0.7121,1.8083
7,1.5,2,0,1.1844,1.8036
7,0.0,2,1,0.669,1.8027
7,0.0,8,1,1.1506,1.8058
7,15.0,8,1,1.1065,0.6672
7,15.0,8,0,4.47,0.6594
7,1.5,2,1,1.0057,1.8051
7,0.0,8,1,0.9184,1.8049
7,1.5,2,1,0.8999,1.8024
7,1.5,8,1,0.7457,1.8014
7,1.5,2,0,0.6991,1.8039
7,15.0,4,1,1.0209,0.6522
7,5.0,4,1,0.8189,1.8029
7,0.0,4,1,0.7106,1.8081
7,0.0,8,1,0.7707,1.8058
7,1.5,4,1,0.9966,1.8062
7,5.0,4,0,0.6721,1.8065
7,15.0,4,1,0.9573,0.6617
7,1.5,8,1,0.61,1.8061
7,15.0,4,0,1.1327,0.657
7,1.5,4,1,0.9397,1.8057
7,0.0,2,1,1.1149,1.8027
7,5.0,8,1,0.7431,1.802
7,0.0,4,1,0.682,1.8035
7,5.0,4,1,0.9666,1.8036
7,0.0,8,1,0.8509,1.8004
7,1.5,2,1,1.0546,1.807
7,0.0,8,0,0.9253,1.7996
7,15.0,4,1,0.8189,0.6652
7,0.0,2,1,0.5747,1.8006
7,15.0,4,0,0.9909,0.6726
7,1.5,4,1,1.0182,1.8069
7,5.0,2,0,0.767,1.8102
7,0.0,2,1,0.5164,1.804
7,15.0,8,1,0.9624,0.661
7,1.5,8,1,0.7776,1.8074
7,1.5,4,0,0.6786,1.8102
7,15.0,8,1,0.9702,0.6602
7,1.5,8,1,1.2183,1.8041
7,15.0,4,1,1.3021,0.6663
7,15.0,8,0,1.1359,0.6575
7,5.0,4,1,0.8619,1.8047
7,1.5,2,1,0.8143,1.8024
7,1.5,4,1,0.9692,1.808
7,1.5,8,1,0.9943,1.8029
7,1.5,8,1,1.0364,1.8086
7,5.0,4,1,0.855,1.805
7,1.5,2,1,1.04,1.7987
7,15.0,2,0,1.014,0.6621
7,5.0,8,0,0.6994,1.8023
7,15.0,2,0,0.8942,0.659
7,1.5,2,1,0.7347,1.8057
7,0.0,4,1,0.7405,1.804
7,15.0,2,1,1.3628,0.6605
7,5.0,8,1,0.8666,1.8062
7,15.0,2,1,1.1137,0.6649
7,1.5,4,1,1.2323,1.8064
7,5.0,4,1,0.7816,1.8077
7,1.5,8,1,0.9314,1.8042
7,15.0,8,1,1.1836,0.6503
7,5.0,8,1,0.8873,1.8081
7,5.0,8,1,0.8005,1.8008
7,5.0,8,1,0.7067,1.8007
7,15.0,2,0,1.0363,0.6654
7,1.5,4,0,0.7253,1.8046
7,15.0,2,0,1.1698,0.6704
7,15.0,8,1,1.2229,0.6563
7,5.0,2,0,0.7604,1.8038
7,0.0,4,1,0.8004,1.804
7,5.0,4,1,0.8784,1.8042
7,5.0,8,1,0.8811,1.8016
7,15.0,4,1,1.0221,0.6558
7,1.5,8,1,1.0181,1.8034
7,0.0,2,1,0.7736,1.8031
7,0.0,4,1,0.9582,1.8031
7,5.0,4,1,0.5577,1.8016
7,15.0,8,1,1.0165,0.6658
7,5.0,2,0,0.5849,1.804
7,1.5,2,1,0.7921,1.8084
7,1.5,2,1,1.1319,1.8073
7,15.0,2,1,1.1557,0.6584
7,15.0,4,1,1.1044,0.6683
7,0.0,2,1,0.9977,1.8042
7,0.0,2,1,0.8233,1.801
7,5.0,8,1,0.6912,1.8046
7,1.5,4,1,0.8947,1.8048
7,1.5,8,1,0.7891,1.8001
7,1.5,4,1,0.8562,1.804
7,1.5,4,1,0.8793,1.8042
7,15.0,4,1,1.5531,0.6635
7,0.0,8,1,0.9845,1.8064
7,5.0,2,1,0.7083,1.8104
7,15.0,4,1,1.0492,0.656
7,1.5,2,1,1.0563,1.8015
7,0.0,2,0,0.5898,1.8025
7,15.0,4,1,1.4318,0.6662
7,5.0,4,0,0.5544,1.8021
7,0.0,2,1,0.8303,1.8041
7,0.0,4,1,0.9366,1.8079
7,1.5,4,1,3.307,1.8052
7,1.5,2,1,0.8349,1.8041
7,1.5,4,1,1.0068,1.8091
7,15.0,8,1,0.9209,0.666
7,15.0,2,1,1.2121,0.6584
7,5.0,2,0,0.8965,1.8026
7,15.0,4,1,0.8828,0.6623
7,1.5,8,1,0.9736,1.8026
7,15.0,8,1,1.0865,0.6519
7,5.0,4,1,0.8226,1.8022
7,15.0,8,1,1.1028,0.6637
7,0.0,2,0,0.856,1.8005
7,1.5,8,1,0.966,1.7987
7,5.0,2,1,0.05,1.8028
7,5.0,8,1,0.8299,1.8087
7,5.0,4,1,0.6922,1.7998
7,5.0,8,1,0.868,1.8036
7,15.0,2,1,1.1541,0.6571
7,1.5,8,1,0.6079,1.8101
7,0.0,8,1,0.8956,1.8075
7,5.0,8,1,0.9465,1.7996
7,15.0,4,1,1.1414,0.6627
7,1.5,8,1,0.7075,1.8078
7,0.0,8,1,0.8665,1.8071
7,5.0,8,1,0.6992,1.8018
7,5.0,4,0,0.9055,1.8026
7,5.0,2,1,0.5209,1.8004
7,0.0,8,1,0.7544,1.8019
7,15.0,2,1,1.4935,0.67
7,5.0,4,0,0.7516,1.8029
7,15.0,2,1,1.0508,0.6664
7,1.5,4,1,1.0661,1.8065
8,0.0,8,1,1.0247,1.8046
8,0.0,4,1,0.8953,1.8084
8,5.0,8,1,0.8999,1.8046
8,15.0,8,0,1.2848,0.6592
8,0.0,4,1,0.6858,1.8031
8,1.5,8,1,1.0418,1.8044
8,15.0,8,1,1.3376,0.6572
8,5.0,8,1,0.7504,1.806
8,1.5,8,1,0.8572,1.8008
8,0.0,4,1,0.8614,1.8059
8,5.0,8,1,0.8986,1.8064
8,0.0,4,1,0.7287,1.8097
8,5.0,8,1,0.9172,1.801
8,0.0,4,1,0.7098,1.7984
8,15.0,2,1,1.0048,0.6692
8,1.5,8,1,0.9992,1.8038
8,0.0,8,1,1.1397,1.7989
8,5.0,4,1,0.6751,1.8043
8,1.5,2,1,0.904,1.8038
8,0.0,4,0,0.9271,1.8076
8,15.0,8,1,0.9441,0.6555
8,5.0,4,1,0.7076,1.804
8,1.5,8,1,0.7796,1.7994
8,5.0,2,1,0.8062,1.8046
8,1.5,2,0,0.9161,1.8045
8,15.0,2,0,1.3421,0.6618
8,5.0,8,1,0.5596,1.8101
8,1.5,8,1,1.1211,1.8066
8,1.5,4,1,0.9348,1.8023
8,15.0,4,1,1.2275,0.663
8,15.0,4,0,1.4683,0.6554
8,5.0,8,1,0.6856,1.8037
8,0.0,2,1,0.7955,1.8052
8,0.0,2,1,0.7261,1.8038
8,5.0,8,1,0.5731,1.7955
8,5.0,4,1,0.8876,1.8037
8,15.0,8,1,1.0682,0.6628
8,1.5,4,0,1.2761,1.8037
8,1.5,4,1,0.8218,1.8033
8,1.5,2,0,0.9525,1.803
8,0.0,8,1,0.7268,1.8041
8,5.0,8,1,0.7908,1.8032
8,15.0,2,0,1.0285,0.6619
8,5.0,2,0,0.8084,1.8062
8,5.0,8,1,0.7374,1.8067
8,15.0,2,0,0.9257,0.6622
8,0.0,4,1,0.972,1.8077
8,1.5,4,1,0.9819,1.8021
8,1.5,8,1,1.1124,1.8015
8,0.0,2,1,0.7864,1.7983
8,0.0,8,1,0.8186,1.7982
8,5.0,2,1,0.7526,1.8009
8,5.0,4,1,0.8322,1.8044
8,0.0,4,1,0.9805,1.801
8,0.0,2,1,0.7995,1.8053
8,0.0,4,1,0.8583,1.8056
8,5.0,8,1,0.5842,1.8017
8,1.5,8,1,0.9903,1.8025
8,15.0,4,0,1.3852,0.6617
8,0.0,8,1,1.0215,1.8057
8,15.0,8,1,0.8384,0.6691
8,15.0,2,0,1.6866,0.6586
8,0.0,4,1,0.8544,1.8005
8,5.0,4,1,0.7365,1.8054
8,5.0,8,0,0.5665,1.8041
8,0.0,8,1,0.6808,1.8012
8,0.0,4,1,0.7366,1.8066
8,15.0,2,0,1.0797,0.6611
8,5.0,2,0,0.6164,1.8088
8,15.0,4,1,1.0469,0.6666
8,1.5,2,0,0.7631,1.804
8,0.0,4,1,0.7956,1.8055
8,0.0,2,1,3.542,1.8058
8,5.0,2,1,0.6043,1.8063
8,5.0,2,0,0.6912,1.8022
8,1.5,2,1,0.9507,1.8059
8,15.0,2,1,1.3292,0.6644
8,15.0,8,1,0.993,0.656
8,5.0,4,0,0.7525,1.8051
8,15.0,2,1,1.3674,0.6586
8,0.0,2,1,0.9241,1.8041
8,0.0,2,1,0.8204,1.8064
8,15.0,2,0,0.8532,0.6531
8,5.0,8,1,0.7201,1.8041
8,1.5,4,0,0.8629,1.8014
8,15.0,4,1,1.2049,0.6575
8,15.0,8,1,1.1066,0.6533
8,5.0,4,1,0.8022,1.807
8,0.0,4,1,1.073,1.8007
8,5.0,4,0,1.075,1.8064
8,15.0,2,0,0.9893,0.6678
8,1.5,8,1,0.8852,1.8096
8,5.0,2,0,0.6404,1.8049
8,15.0,8,1,0.9551,0.6612
8,1.5,8,1,0.8211,1.8063
8,0.0,8,1,1.0104,1.8037
8,5.0,8,1,0.9111,1.8062
8,1.5,4,1,0.9568,1.805
8,0.0,8,1,0.7515,1.8027
8,1.5,4,1,0.7842,1.8043
8,15.0,8,1,1.478,0.6605
8,15.0,4,1,1.1248,0.6579
8,15.0,8,1,1.0845,0.6676
8,5.0,4,1,0.735,1.8022
8,5.0,8,1,0.7688,1.801
8,0.0,8,1,1.1587,1.8032
8,5.0,2,1,0.8116,1.8021
8,5.0,8,1,0.5929,1.8094
8,0.0,8,1,0.6589,1.8059
8,15.0,4,0,0.9605,0.6617
8,15.0,4,1,1.3723,0.6671
8,15.0,8,1,1.2001,0.6654
8,15.0,2,1,1.4557,0.6594
8,1.5,4,1,0.7265,1.8052
8,15.0,2,1,1.0934,0.6556
8,5.0,2,1,0.8135,1.8062
8,0.0,4,1,0.7096,1.8048
8,15.0,4,1,1.3176,0.6651
8,1.5,8,1,0.6889,1.8027
8,0.0,2,1,0.8124,1.8067
8,5.0,8,0,0.6748,1.8094
8,5.0,2,1,0.9558,1.8052
8,5.0,2,1,0.809,1.8074
8,15.0,2,0,1.4956,0.6571
8,1.5,8,1,1.0147,1.8014
8,15.0,8,1,1.0038,0.6664
8,0.0,8,1,0.7159,1.8073
8,0.0,8,1,0.6721,1.8052
8,15.0,2,1,1.3292,0.659
8,5.0,2,1,0.7881,1.8072
8,1.5,8,1,0.9654,1.8057
8,1.5,2,1,0.7583,1.8052
8,15.0,8,0,1.1083,0.6576
8,5.0,4,1,0.7696,1.8011
8,5.0,4,1,0.9154,1.8035
8,15.0,2,0,0.8562,0.6603
8,15.0,4,1,1.3033,0.6626
8,15.0,4,1,1.0541,0.6576
8,5.0,4,1,0.053,1.8052
8,5.0,2,0,0.6036,1.804
8,1.5,4,1,0.8045,1.7977
8,0.0,2,1,0.8986,1.8033
8,0.0,2,0,0.9694,1.803
8,5.0,2,1,0.8662,1.8076
8,15.0,8,1,0.8272,0.658
8,15.0,4,0,1.2873,0.6644
8,1.5,4,0,0.6777,1.8042
8,1.5,2,1,0.7482,1.8103
8,5.0,2,0,0.6784,1.8014
8,5.0,2,1,0.8341,1.8045
8,0.0,4,1,1.0142,1.8093
8,5.0,8,1,0.8182,1.8034
8,1.5,8,1,1.2458,1.8034
8,0.0,4,1,0.8939,1.8012
8,5.0,2,1,0.6291,1.8042
8,1.5,4,1,0.8508,1.8023
8,1.5,8,1,1.0982,1.8007
8,5.0,4,1,0.8181,1.8088
8,0.0,2,1,1.0939,1.807
8,1.5,8,1,0.9757,1.8023
8,5.0,4,0,0.6785,1.8038
8,0.0,8,1,0.8832,1.8006
8,5.0,4,1,0.6548,1.8053
8,5.0,4,0,0.7368,1.8021
8,1.5,2,1,0.9194,1.8067
8,5.0,8,1,0.5939,1.801
8,0.0,2,1,0.7678,1.8075
8,15.0,2,1,0.8944,0.6657
8,0.0,4,1,0.8612,1.8071
8,1.5,8,1,0.9167,1.8044
8,15.0,8,1,1.3563,0.6568
8,5.0,8,1,0.5517,1.8026
8,0.0,2,1,0.7471,1.8025
8,0.0,2,1,0.7309,1.8088
8,0.0,8,1,0.9176,1.7996
8,1.5,4,0,1.042,1.7991
8,15.0,8,1,1.2049,0.6598
8,0.0,8,1,1.2432,1.8024
8,1.5,8,1,0.8155,1.8039
8,5.0,2,0,0.7341,1.8067
8,5.0,4,1,0.7624,1.8054
8,15.0,4,1,1.4419,0.6664
8,1.5,2,1,0.9519,1.8072
8,1.5,4,0,1.0907,1.8011
8,5.0,4,1,0.6683,1.7984
8,1.5,2,1,0.9083,1.803
8,15.0,2,1,1.7098,0.6647
8,1.5,2,1,0.8583,1.8001
8,15.0,4,0,1.3947,0.6527
8,15.0,8,1,1.0185,0.6622
8,15.0,4,1,0.6308,0.6612
8,0.0,8,1,0.8393,1.8081
8,0.0,2,1,0.93,1.7989
8,1.5,4,1,1.0048,1.8067
8,15.0,8,1,0.9293,0.6595
8,5.0,4,1,0.908,1.8033
8,0.0,2,1,0.9238,1.8086
8,1.5,8,1,0.8053,1.8048
8,1.5,2,0,0.8671,1.8041
8,5.0,4,1,0.7711,1.8071
8,1.5,2,1,0.986,1.8054
8,1.5,2,0,0.9644,1.8064
8,1.5,2,0,0.9509,1.805
8,1.5,2,1,0.8847,1.8069
8,1.5,4,1,0.9673,1.7993
8,1.5,8,1,0.8208,1.8043
8,1.5,4,1,0.9344,1.8075
8,0.0,8,1,0.9708,1.8039
8,0.0,8,1,0.693,1.8074
8,15.0,4,0,1.4714,0.661
8,15.0,4,1,1.0444,0.6718
8,15.0,4,1,1.3251,0.6668
8,0.0,4,1,0.875,1.8014
8,1.5,8,1,0.9632,1.8078
8,0.0,2,0,0.81,1.8086
8,15.0,2,0,1.3078,0.654
8,0.0,2,1,0.7085,1.8
8,15.0,4,1,1.2841,0.6643
8,15.0,2,0,0.8253,0.6585
8,1.5,4,1,4.427,1.8052
8,0.0,8,1,1.0059,1.8066
8,0.0,2,0,0.9739,1.8039
8,0.0,2,0,0.5042,1.8059
8,1.5,2,1,0.7542,1.8065
8,5.0,2,0,0.8638,1.8024
8,15.0,8,1,1.3213,0.66
8,15.0,2,1,0.774,0.6692
8,15.0,4,1,1.1252,0.6608
8,0.0,8,1,0.7703,1.807
8,15.0,8,1,0.7516,0.6556
8,1.5,2,1,1.1584,1.8046
8,5.0,2,1,0.812,1.8017
8,1.5,2,0,0.9109,1.8077
8,0.0,4,1,0.6566,1.8079
8,5.0,8,1,0.724,1.8061
8,0.0,4,1,0.6518,1.8027
8,1.5,2,0,0.7524,1.8002
8,1.5,4,1,0.9003,1.8065
8,1.5,4,1,0.8772,1.8064
8,1.5,4,1,1.0026,1.8055
9,0.0,4,1,0.8338,1.8073
9,1.5,8,1,0.6568,1.8019
9,0.0,2,1,0.919,1.8033
9,5.0,8,1,0.8881,1.8027
9,5.0,2,0,0.7445,1.8024
9,1.5,4,1,0.9427,1.8015
9,5.0,2,1,0.6421,1.8014
9,0.0,4,1,0.8079,1.7998
9,1.5,4,0,0.7458,1.8036
9,5.0,8,0,0.7407,1.8026
9,5.0,4,1,0.7724,1.8039
9,0.0,4,1,3.257,1.8003
9,1.5,2,1,0.838,1.8041
9,1.5,4,1,0.9549,1.8072
9,1.5,8,1,0.6053,1.7996
9,1.5,8,1,0.7635,1.8061
9,5.0,2,1,0.6594,1.8091
9,15.0,4,1,0.8455,0.6525
9,5.0,4,1,0.674,1.8037
9,1.5,2,1,1.0027,1.8072
9,15.0,4,0,1.3231,0.672
9,15.0,4,1,0.7339,0.6664
9,1.5,4,0,0.8397,1.8071
9,0.0,4,1,0.9255,1.8039
9,1.5,2,1,1.0162,1.8045
9,5.0,8,1,0.7089,1.8047
9,1.5,4,1,0.9888,1.805
9,5.0,2,0,0.8025,1.8016
9,0.0,8,1,0.8488,1.8016
9,0.0,4,1,0.574,1.808
9,1.5,2,1,0.8527,1.8048
9,1.5,4,1,0.6761,1.806
9,1.5,2,0,4.306,1.802
9,0.0,8,1,0.9531,1.8003
9,1.5,8,1,0.9446,1.809
9,5.0,8,0,0.721,1.8029
9,0.0,4,1,0.6428,1.8047
9,5.0,8,1,0.7438,1.8044
9,1.5,2,1,1.0787,1.8036
9,0.0,8,1,1.1215,1.8048
9,15.0,8,1,1.007,0.6585
9,5.0,4,1,0.953,1.8086
9,1.5,4,1,0.5261,1.7999
9,0.0,4,1,0.8095,1.7994
9,1.5,8,1,0.7744,1.7977
9,0.0,4,1,0.6847,1.804
9,0.0,8,1,0.8441,1.8007
9,5.0,2,1,0.6001,1.8098
9,15.0,8,1,1.106,0.6614
9,1.5,2,1,0.7096,1.8086
9,5.0,2,1,0.9368,1.8
9,1.5,2,0,0.8391,1.7992
9,0.0,2,1,0.8438,1.8055
9,0.0,4,1,0.8037,1.8086
9,15.0,2,0,1.3727,0.6667
9,15.0,4,0,1.1187,0.6544
9,1.5,4,1,0.8878,1.8071
9,1.5,2,0,0.7323,1.8075
9,0.0,4,1,0.8881,1.7986
9,0.0,8,1,1.1795,1.804
9,1.5,4,1,0.6659,1.8009
9,15.0,2,1,0.152,0.6531
9,15.0,4,1,1.2298,0.6598
9,15.0,4,1,1.4009,0.6607
9,15.0,2,0,1.0238,0.6605
9,15.0,4,0,1.4959,0.6584
9,0.0,2,1,0.8113,1.8041
9,5.0,8,1,0.5395,1.8061
9,0.0,2,1,0.7444,1.8042
9,5.0,8,0,0.9071,1.8052
9,1.5,2,0,1.025,1.8021
9,0.0,2,1,0.7963,1.8007
9,5.0,2,1,0.8458,1.8021
9,0.0,2,1,0.8787,1.8069
9,0.0,8,1,0.4486,1.8067
9,15.0,2,0,1.0386,0.6622
9,5.0,2,1,0.8504,1.8113
9,5.0,8,1,0.5958,1.7986
9,0.0,2,1,1.0439,1.8044
9,5.0,2,0,0.6783,1.804
9,0.0,8,1,0.8438,1.7993
9,15.0,2,0,1.2915,0.6659
9,0.0,4,1,1.0327,1.8054
9,0.0,4,1,1.1715,1.8026
9,15.0,2,0,1.4418,0.6687
9,5.0,4,0,0.8007,1.8026
9,15.0,8,1,1.2119,0.6644
9,1.5,4,0,1.0109,1.8128
9,0.0,2,0,0.5889,1.803
9,0.0,2,1,1.0637,1.8009
9,15.0,4,1,1.1445,0.6669
9,0.0,8,1,0.8287,1.8051
9,0.0,2,1,0.8517,1.8057
9,15.0,4,1,1.2847,0.6606
9,5.0,2,1,0.6148,1.8035
9,0.0,2,1,0.7329,1.8038
9,5.0,4,1,0.8019,1.8018
9,5.0,4,1,0.607,1.804
9,5.0,8,1,0.6668,1.808
9,0.0,4,1,0.4016,1.8007
9,0.0,4,1,0.829,1.8044
9,5.0,2,1,0.6088,1.7988
9,0.0,2,0,0.8813,1.8003
9,1.5,4,0,0.9237,1.804
9,0.0,8,1,0.6797,1.8028
9,15.0,2,1,1.0946,0.6586
9,1.5,2,1,0.7125,1.8046
9,1.5,8,1,1.0803,1.804
9,1.5,4,1,0.9362,1.8083
9,15.0,4,1,1.2832,0.67
9,15.0,2,1,1.0941,0.662
9,15.0,4,0,0.9935,0.661
9,15.0,2,1,1.1455,0.6617
9,5.0,4,1,0.7419,1.8008
9,0.0,4,1,0.9102,1.7996
9,15.0,8,1,1.0904,0.6537
9,0.0,2,1,0.7762,1.8048
9,1.5,2,1,0.053,1.8032
9,0.0,2,1,0.973,1.8024
9,15.0,2,0,1.2376,0.6636
9,1.5,2,1,0.6367,1.8019
9,0.0,4,1,0.9062,1.8028
9,0.0,4,1,0.718,1.8048
9,0.0,8,1,0.6066,1.8051
9,1.5,4,1,0.9292,1.8058
9,15.0,8,1,0.9819,0.6654
9,5.0,8,1,0.6788,1.8055
9,5.0,2,0,0.7149,1.8069
9,5.0,4,1,0.6983,1.8064
9,1.5,2,1,0.9781,1.8008
9,5.0,4,1,0.626,1.8032
9,5.0,4,1,0.6676,1.8075
9,0.0,2,1,0.4488,1.7993
9,15.0,2,0,1.0105,0.6632
9,5.0,8,1,0.7522,1.812
9,1.5,2,1,0.916,1.8037
9,5.0,8,0,0.7617,1.8043
9,5.0,2,1,0.9691,1.8052
9,1.5,8,1,0.7355,1.8065
9,15.0,4,0,1.2371,0.6643
9,5.0,2,1,1.0453,1.8006
9,1.5,8,1,0.9435,1.7975
9,15.0,8,1,1.285,0.6534
9,15.0,8,1,0.6912,0.6635
9,15.0,2,0,1.2083,0.6622
9,1.5,8,1,0.8677,1.807
9,15.0,4,0,1.1557,0.6648
9,15.0,4,1,1.257,0.6605
9,15.0,8,1,0.8176,0.6651
9,0.0,4,1,0.821,1.8084
9,0.0,4,1,0.8828,1.8079
9,5.0,8,1,0.9551,1.8001
9,1.5,4,1,0.8737,1.8032
9,5.0,8,1,0.88,1.8021
9,0.0,8,1,1.0683,1.8047
9,15.0,2,1,1.2502,0.6571
9,15.0,8,1,1.1351,0.6611
9,1.5,2,0,0.9216,1.8037
9,0.0,2,0,0.8602,1.8019
9,5.0,4,1,0.7831,1.8101
9,15.0,8,1,1.2873,0.6657
9,1.5,4,1,0.9765,1.8049
9,15.0,2,1,1.2321,0.6551
9,15.0,4,0,1.1613,0.6623
9,0.0,2,1,1.1051,1.803
9,5.0,8,1,0.8343,1.8009
9,5.0,4,1,0.7338,1.7989
9,15.0,4,1,1.3228,0.6506
9,1.5,8,1,0.7577,1.8013
9,15.0,2,0,0.9186,0.6636
9,15.0,8,1,1.0444,0.6688
9,1.5,8,1,0.6714,1.8061
9,0.0,8,1,0.7991,1.8028
9,5.0,2,0,0.7808,1.798
9,5.0,4,1,0.745,1.7996
9,0.0,8,1,0.8782,1.8068
9,1.5,2,0,0.9347,1.8037
9,1.5,4,1,1.1676,1.8026
9,0.0,8,1,3.053,1.8042
9,5.0,4,1,0.6194,1.8117
9,15.0,8,1,0.8196,0.6608
9,1.5,8,1,1.0752,1.8051
9,5.0,8,1,0.7464,1.8008
9,1.5,8,1,1.1476,1.8021
9,0.0,2,1,0.8388,1.8067
9,1.5,4,1,1.038,1.7993
9,5.0,8,1,0.7529,1.8018
9,0.0,8,1,0.7983,1.805
9,15.0,2,0,1.1072,0.6683
9,15.0,8,0,1.4173,0.6624
